image_id,captions
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3472703856_568d9778b5.jpg,The girl is wearing a white dress and jumping in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2555622234_3e531e4014.jpg,A German Shephard carries a stick in its mouth on a sandy beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/167295035_336f5f5f27.jpg,The man is climbing a rock in a wooded area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2665264979_df9c284bf8.jpg,A young girl is walking through a large field between trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3327487011_1372c425fb.jpg,People stand together in a middle of hay .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/374103966_2987706be1.jpg,A man and woman look at a drink while they stand around them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2800004913_c8394ba332.jpg,a little boy is surfing in the ocean on a wave
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/129599450_cab4e77343.jpg,A rock climber is climbing on a cliff in a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3561537309_e271d57492.jpg,A little boy is standing in a wave and observes the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3225478803_f7a9a41a1d.jpg,A person fishes in waves at the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/350529848_9569a3bcbc.jpg,Dog running with two dogs in water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3571675421_7e07ac07c5.jpg,A dog running on the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3289817083_4e78e1c05a.jpg,The three dogs are looking through the a horse .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2888408966_376c195b3f.jpg,A man is jumping high on a wooden ramp .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3184206563_5435f2b494.jpg,A woman runs through the green grass with a sandy background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3425846980_912943b4f9.jpg,A woman with a tennis ball on plays tennis .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3636632926_09f39f2629.jpg,Two kids and a black and white hats are standing on a dirt road .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2943384009_c8cf749181.jpg,A group of people racing on a racing road racing on a racetrack .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2246717855_c0c08fe5d2.jpg,The two people are taking a photo of the bicycle of the other man that is walking on the corner .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3551170666_01df31412d.jpg,a dog and a dog stand in front of a large red building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3107558821_f3b205d4ed.jpg,Two people stand on a natural path next to a body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/241347114_6273736da8.jpg,"An American footballer in a red outfit is attacking the player who is running with the ball , whilst other players are other teammates run on the sand ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2971211296_2587c3924d.jpg,A football player during a game with his ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3648081498_76ec091495.jpg,A man is doing a jump on a board in a park while others stand behind him .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1433577867_39a1510c43.jpg,A white dog is walking through the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1419385780_1383ec7ba9.jpg,The man with the white beard is in a white hat and holding a flag .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3443460885_46115463b4.jpg,A young girl wearing a red swimsuit is walking through a lake .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3726629271_7639634703.jpg,Two dogs in a field stare at each other .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/224702242_a62aaa6dff.jpg,White dog with a Frisbee in its mouth playing with a soccer ball in a grassy area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2797185895_4d9e1e9508.jpg,A red boat is paddled down the rapids by two people .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2073174497_18b779999c.jpg,A man in a red jacket and a blue hat is riding a bike .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3347701468_bb0001b035.jpg,A team of football players are huddled together .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/642987597_03b21a1437.jpg,A boy in a blue shirt is smiling whilst playing a tree in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3367851138_757d6bd2ef.jpg,A red bird is dropping from the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/632608471_a70461f123.jpg,Eleven white spectators with red and white feathers is standing in front of a white building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3569667295_6e51db08ef.jpg,A dog holds a stick in its mouth while playing with a stick in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3533775651_9d7e93dacf.jpg,A man drives a yellow mat next to a man in yellow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/578644583_da3ff18dd1.jpg,A young boy jumps into a swimming pool at a pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3171347658_f0d5469c56.jpg,a group of people in a small fire
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3549006919_3604bc813e.jpg,A man in a yellow helmet is standing on a yellow mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/812196663_0c969970b5.jpg,The kid is wearing a blue jacket and standing in shallow water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3476237185_9389c536a3.jpg,A black dog with a red vest is jumping up in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3320680380_b0d38b3b4a.jpg,an asian man in a white coat is skiing down the hill on a red and white snow in front of some trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2390369143_6523253a73.jpg,The muzzled dog is running while running is running .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1445123245_c7b9db0e0c.jpg,A brown and white dog plays with a toy on the floor .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2784625888_71a421e171.jpg,A black dog is jumping in the air at a racing park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3259160693_067ec7ebc3.jpg,A man break a brown break is performing a trick with a crowd of other people on the ground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3613005134_bb7f304da1.jpg,A wrestler is wearing a white shirt and blue shorts with a green shirt and a shirt on a stick in his hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/498492764_fe276e505a.jpg,A man in a hat and a blue hat is standing in front of a mountain near a large crowd .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/315021440_122d56ebd7.jpg,Dog walking through the woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3163563871_cef3cf33ea.jpg,Female tennis player on grass prepares a two handed backhand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2559114800_17310f3015.jpg,A white and brown dog is running past white leaves .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3427301653_4ff0d6fd93.jpg,"Person in a red , white , and black coat ice skating holding a green balloon ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1448511770_1a4a9c453b.jpg,The white dog jumps high above the high towards the ball on a high rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3636418958_f038130bb2.jpg,A girl in pink dances .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3122773470_b622205948.jpg,People walking up a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2576878141_87f25a10f0.jpg,A toddler in a red overall sits on a toy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2586911841_41b7a48c91.jpg,A girl in a red polka dot coat is playing soccer .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2245348304_08bc5642f1.jpg,A person playing near a fire .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/466956675_a2fb6bf901.jpg,A rock climber is climbing a rock in the woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2553024095_735bc46267.jpg,A little girl in a green sweatshirt and blue jeans is walking next to a large tree trunk .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1089181217_ee1167f7af.jpg,The brown dog has his tongue hanging out running in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3276475986_66cd9cc7e4.jpg,An old couple with red hair and red shorts are standing in front of a red building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3269895626_7b253c82ed.jpg,A man is riding a bike behind a deep trail of dirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1516714577_7d1c35a8d8.jpg,A little girl is standing in the sidewalk surrounded by a street and a colorful building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2686432878_0697dbc048.jpg,A young woman with short hair and a jean top runs smiling .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2244551043_21b8cca866.jpg,Two people with red shirts are standing in front of a crowd .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/716597900_b72c58362c.jpg,Two girls stand up to be wearing red shorts and shorts .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2856700531_312528eea4.jpg,an asian man thinks to himself .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2596475173_58f11fc583.jpg,Two brown dogs bite a large brown and white ball in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1797507760_384744fb34.jpg,A man in an orange shirt walks on a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/128912885_8350d277a4.jpg,A dog runs with a Frisbee in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2516317118_10ae66b87a.jpg,A man is sitting in the middle of a stream moving onto a farm .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/403678611_73978faed7.jpg,a man in a blue shirt is reading a newspaper at a table that is advertising a man in a pink shirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3549997413_01388dece0.jpg,A person on a mountain bike and mountains in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1806580620_a8fe0fb9f8.jpg,A man in a dark jacket and sunglasses stands in front of a green display .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2394919002_ed7527ff93.jpg,A boy is standing on a hill near some trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1351315701_6580b51c41.jpg,"Two dogs , a pitbull and a black Labrador , run side by side ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/114949897_490ca7eaec.jpg,A woman and a child are suspended on a blue and blue boat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3303797949_339bb969ba.jpg,The boy has his basketball and running on the court .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2585141045_b496a7b7c4.jpg,A woman holds a bubble wand while others play in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3522989916_f20319cc59.jpg,Two dogs run in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3730457171_e66dde8c91.jpg,A little girl runs down a sidewalk .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3717809376_f97611ab84.jpg,A blond child is smiling whilst playing on a rope swing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2578834476_118585730d.jpg,A distorted picture of a guy on a bike in a forest .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1499554025_a8ffe0e479.jpg,Several dogs running with their sticks on a brown horse .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3337332770_5eda5cceb7.jpg,Dog running in snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/535529555_583d89b7f2.jpg,Two dogs play together on the grassy grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3264350290_f50494e835.jpg,A man is performing a trick on a skateboard in midair
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2308108566_2cba6bca53.jpg,A mountain biker in black and red on a red mountain bike .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2362377137_9528692825.jpg,The man is talking on the phone that is listening to be the child that is on the sidewalk next to the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3527524436_a54aca78a9.jpg,A black haired woman is surfing on the snowy ground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2070798293_6b9405e04d.jpg,Two children play with a red ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3616638478_641d02183d.jpg,a few people waing around each other for a picture
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3666188047_e81e1d97a7.jpg,A boy plays with toy while another child is holding a toy bat in his hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/141140165_9002a04f19.jpg,A little girl in a green and white uniform swinging a bat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3216829599_366a43f05e.jpg,A person is surfing on a big wave .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2198964806_c57b0534d3.jpg,A brown dog with a brown collar and brown markings .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3464708890_3cab754998.jpg,A boy in a white hat is jumping a skateboard into the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3127629248_a955b5763b.jpg,The basketball player in white is holding a basketball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3497502407_ec566442c9.jpg,A person jumping off a platform in a high out of a high grassy area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3089742441_d42531c14f.jpg,Two girls wear the same blue and white ride .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3461677493_5bfb73038e.jpg,The Wine Shop on Twenty Fourth and Dave and a girl with red boots are in front of them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/322050103_145f7233c6.jpg,A woman is wearing a helmet and a blue backpack is riding a bike at night .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3229821595_77ace81c6b.jpg,A big dog walks on a frozen lake that is on the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/314940358_ec1958dc1d.jpg,A man and woman are in the grass with a green toy in his mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3607969989_68cc411493.jpg,A man is wearing a black shirt and a blue t-shirt with a green shirt and a blue shirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2252299132_14ca6e584b.jpg,A boy in a blue and white uniform is holding a bat while playing cricket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3074617663_2f2634081d.jpg,The dog carries a stick in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3116379964_86986750af.jpg,A dog makes a jump while wearing a red collar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3211316116_a2462e327d.jpg,A man is holding a huge wave whilst he is water-skiing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/327997381_55f90dc834.jpg,A man with a white shirt is playing the piano while a woman in a pink shirt is working on a table .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2892989340_bb7e0e5548.jpg,A young man with a red vest and black and white board stands in a snow and is in a red shirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2171576939_d1e72daab2.jpg,A small child is playing in a green toy in front of a large wooden fence .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3109136206_f7d201b368.jpg,The dog is walking up the rocks .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3562903245_85071bb5f9.jpg,The man is performing a trick on a bicycle high in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3309042087_ee96d94b8a.jpg,A snowboarder jumps up to jump .
